Stockcode,Descripiton,Cat,Sub Cat,SBU,,,,,,,,,,,,,,,,,,,,,
ETP2KEPAD,Ergo T. Pro 2 Key Pad         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXPPMKIT1-B,SERVICE KIT FOR MFX+ SINGLE HEAD-B         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
PMTRAINS21,PyroMAT e-learning - how to use - Spanis       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASVF0RNG,O-Ring for MAS-100 VF fan lower part        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASMHVAC2,MAS-100 Iso MH Gemü valve connection         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
GM00100000132,"MODULE, LOADING BAY            ",BioM,,,,,,,,,,,,,,,,,,,,,,,
MVP78011,LCD Light Boot            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
RGQ9019350,"HEATER ASSEMBLY, ELEMENT, SENSORS, RGQ          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
RGQ9019373,"CABLE, THERMISTOR WIRING, RGQ           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
RSMPTUBH2,Readystream tubing kit from heater          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1054030500,EE BOUILLON MOSSEL (USP) 500 G         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1054385000,SABOURAUD 0.04 GLUCOSE AGAR FOR MICROBIOLO         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1054635000,Plate Count 5 KG           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1102300500,GSP AGAR PSEUDOMONAS AEROMONAS SELECTIVE          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1172579025,Yeast extract for biotechnol 25 KG         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1440230020,Contact Slides TC 20 UNITS          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1460220120,MacConkey A-LI acc. EP 30ml 0126E-120P         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MILSNFRAM,MILLISNAP FRAME             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
TQTUBR0L,DOUBLE SILICONE TUBING FOR EQUINOX          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EZFITH0LD3,EZFIT MANIFOLD 3PLACE FOR RUBBER STOPPER         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXPPTRYI2,TrayFor 2 PumpsF/MILLIFLEX®+MOLDED            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXPSERVHP,MFX+ VHP RS CONNECTION BOX          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SBLPMSTD11,Symbio LFH OS Prev Maint w/o contract        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1468170100,IsoBag TSA+LT Contact+ 1 PC          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
910000074748,MAS-100 VF IQ OQ Printable Protocol         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASMHFLSE,Flow sensor cable for MAS-100 Iso MH        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
940000010656,"MAS-100 Atmos On/Off push button, RGB         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1102855000,LB BROTH ACC.TO MILLER FOR MICROBIOLOGY         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1401439010,Tryptic Soy Broth 10 KG          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1440210020,Contact Slides DE-y 20 UNITS          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1454340001,Battery module (RCS HFT) 1 PC         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1463810006,NaCl-Pept-B. + 0.001 Tween 80 5181000-6P         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1466220100,ReadyTube™12 MSRV Medium ISO 6579          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1466840120,TSA LT 90mm ICR+ 0721-120P          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MSPMKIT01,MAINTENANCE KIT FOR MICROPRESURE® HEAD          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EZFITMIHE3,"EzfitMicrofilHead,StainlessSt,3 UN             ",BioM,,,,,,,,,,,,,,,,,,,,,,,
MMGSWG124,"Mfx Oasis funnel, MCE white 0.22µm 100mL        ",BioM,,,,,,,,,,,,,,,,,,,,,,,
MMLQPSERV,MFX Oasis Liquid pump service kit         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MMCRTLPCB,MFX Oasis pump Control Board          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MVP78075,Kickstand              ,BioM,,,,,,,,,,,,,,,,,,,,,,,
RGQ9020333,"RGQ, THERMAL FUSE 5 PACK          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1001810002,Oxidase for the detection of 50 STRIPS        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1194610001,Slit plate for MAS-100 NT 1 PC        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1441550001,PyroDetect Cryoblood 2 X 2ML          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1464610070,MacConkey B. acc. EP/USP/JP -70P          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1465590100,Columbia Blood Agar Pharm. 109ph-100p          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
BSVALID11,On Site Bioburden Validation IQ/OQ          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
XX63LK115,"Dual Inc Lab Kit, 115V          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
EZFREAD01IT,EZ-Fluo reader kit (IT)           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SB00MEKNB,KNOB MECANICAL PART FOR SYMBIO          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
0NSITE001,On-site BEST training - first full day        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
QSTRAIN12,Quantum advanced training            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MMHABG124STARTK,Milliflex Oasis® MMHABG124 starting kit          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASMHPCB0,Processor board for MAS-100 Iso MH         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
GM10045996,"ASSY., MOTOR, Y            ",BioM,,,,,,,,,,,,,,,,,,,,,,,
940000010652,MAS-100 Atmos Display            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1054060500,BAIRD-PARKER agar (base) 500 G          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1106610500,MRS-BROTH LACTOBACILLUS BROTH ACC. TO DE         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1312000001,HY-RISE COLOUR HYGIENE TEST STRIP PACKAG         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1440180020,Contact Slides YM 20 UNITS          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1460230120,Mannitol Salt Agar - LI 30ml 0128E-120P        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1460490020,HEIMPLATE™ Chromogenic  R2A            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1460760120,TSA + LT + Cephase - ICR 03085E-120P       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1461660100,Rogosa A. w. TMB+Peroxidase 2069E-100P          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
76175-SIAL,Cond Std 500 µS/cm MVP ICON Cond Probe       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MSP010060,Microfil passage adaptor            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SB0SRMSUP,SPEED REDUCER&MOTOR SUP FOR SYMBIO LFH         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBLFH01AS,STERITEST SYMBIO LFH 2 MED AS         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
TSC0VAL11,STERITEST CANISTER ON-SITE IQ/OQ SERVICE          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EFHAW10IS,"EZ-Fit 0,45µm,MCE whi,100 ml, no pad,sin         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
EZSLPCB02,EZ-Stream Pump LED and tactile switch PC        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EZFITSAM6,"EZ-Fit Manifold with HTA Head, 6-place,         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
QSMEDEV21,Quantum remote MD consulting           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASEC0FRA,Display MAS-100 Eco compl. incl. ALframe         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MMPWRC0N,MFX Oasis Power supply connector          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
PPX79169,"PCBA,PIPETMAX 268 PROG            ",BioM,,,,,,,,,,,,,,,,,,,,,,,
RGQ73080,"SERIAL DATA CABLE, RG Q ONLY         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1000930010,FRASER LISTERIA SUPPL. II 10 X 1 VIAL       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1455060001,"Motor, RCS HFT, HF, Plus 1 PC        ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1460230020,HEIMPLATE™Mannitol Salt Agar            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
TQ00DTC01,EQUINOX DRAIN TRAY COVER           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
TQ00DTR01,EQUINOX DRAIN TRAY            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MSP010054,MILLIFLEX PRE-FILLED AGAR CASSETTES(R2A)           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
TQ0CLSING,CLOSING COVER MOTOR + PCB DRIVER         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
GSPMTVL13,Service Plan Travel zone 3          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXRPGUID1,COVER HOLDERS SPRAYER MILL RAPID          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
FITPMSTD01,Equinox Isofit Prev Maint w/o contract         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SBPYDRING,PYDANE RING KIT FOR STATOR          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
910000074753,Mfx Oasis VHP IQ OQ Printable Protocol        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASIS0PCB,Main PCB MAS-100 Iso NT incl. PPCB        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
RSMPVACT,ReadyStream Valve actuator            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1009180500,SABOURAUD AGAR WITH CHLORAMPHENICOL           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1173140001,RapidMicroBio Perforated Lid 1 PC          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1301020021,HY-LITE SAMPLING PENS 50 UNITS          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1460760020,TSA + LT + Cephase - ICR 03085E-20P       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXRPSFT01,MILLIFLEX RAPID SOFTWARE            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
TQ0025PIN,25 PINC CABLE            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXPIA4VP1,VHP MILLIFLEX AND VALIDATION PROTOCOL A4         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EZFITBASE6,"EZFIT MANIFOLD BASE,6 PLACE STAINLESS          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
MXPB0DYI1,MILLIFLEX®+ MOLDED BODY            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXPMNTVHP,Service kit for MilliFlex + VHP         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
GM07620128000,"ASSY., BOTTLE, ASPIRATE 2, BLUE          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
EFAAW100BC,EZ Fit Blue Funnel AA 100mL bulk        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1000720500,BILE SALT AESCULIN AZID AGAR FOR MICROBI        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1037530500,"YEAST EXTRACT GRANULATED, FOR MICROBIOLO          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1052670500,MYP agar (base) 500 G          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MIHAWG250,"MICROFIL 250 ML HAWG + S-PAK, Q150        ",BioM,,,,,,,,,,,,,,,,,,,,,,,
XX63WTK00,WATER TEST KIT            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EZFKIT001IN,EZ-Fluo System Kit (IN)           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MSNPMSTD01,MilliSnap Prev Maint w/o contract          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXRPMSTD11,Mfx Rapid OS Prev Maint w/o contract        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
STERFL0SW,STERILISATION FLOW SWITCH            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
GSTRAINC21,Assurance GDS e-learning - how to use -       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
RSMPRSENS,ReadyStream Pressure sensor            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
940000012189,Milliflex VHP pump power supply - US        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1004140500,PRESENCE-ABSENCE BROTH FOR MICROBIOLOGY           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1006100500,Modified WLN 500 G           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1043290500,Potato Dextrose Agar halal a 500 G        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1090880004,EXTRA PERFORATED LID (AUTOCLAVABLE) FOR          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1102850500,LB BROTH ACC.TO MILLER FOR MICROBIOLOGY         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1153630500,SKIM MILK POWDER FOR MICROBIOLOGY          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1452740001,Magnet Flange High Flow 1 PC         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1460530020,RSTM Cassette 051-20P            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1464690006,Fluid D acc. USP 577500SD-6P          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1466890020,ReadyPlate CHROM CCA ISO 9308          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1467990020,TSA w. Pen. LTHThio sedi. ICR         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
61030-100,GDS Poly IMS - Top STEC         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
76172-SIAL,"Buffer pH 4 Red, MVP ICON pH Probe       ",BioM,,,,,,,,,,,,,,,,,,,,,,,
MXSMC0120,MILLIFLEX SOLID MEDIA CASSETTES           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
JBRMHBG05505,MONITOR 55+ HABG STERILE 50/PK BULK         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXQC0VKIT,Connectors protective plug kit           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1131160500,Yeast Extract agar 500 G          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1168450500,DEOXYCHOLATE AGAR (SOFT) FOR MICROBIOLOG          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1400110500,mTSB (modified Tryptic Soy B 500 G        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1442140002,Calibration RCS Microbial Air Sampler          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1461210020,ReadyTubeTM18 Yeast Extract 168R-20P           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1463670010,Buff. NaCl-Pept. Sol. acc EP 514100-10P         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1465770120,Sab. Dextr. Agar - ICR 30ml 03541E-120P        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
TZHALA210,Steritest® NEO LIQUIDS AMP BAGS MCE         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
900000174390,Ez-Pak Quantum kit for 600 tests         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXQWIR250,LED PCB wire (length 250 mm)         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EZCDETMEM,POSITION CELL MEMBRANE            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBFLE01UK,STERITEST SYMBIO FLEX 2 M UK         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
KNFDIAPUMP,KNF DIAPHRAGM PUMP            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MMQTV0KT3,MFX Oasis Quantum kit (GSGW 100mL)         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MMQUA4K01,Quantum with CVP kit - A4 format        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MATMIQOQEP,MAS100 Atmos e-Protocol Service for IQ &        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASIS0DIS,LCD Display anodized incl. Electronics          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1092050500,MCASO BROTH WITH NOVOBIOCIN (MTSB + N) F       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1323580001,MC-Media Pad Staphylococcus 1 PC          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1465300001,Swab Rack 63142-1P            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1466830020,TSA LTHTh 90mm ICR+ 0720-20P          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MILSNST0PR,MILLISNAP STOPPER             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
ETP2B0ARD,Ergo T. Pro 2 Main Board         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBHEC03,ST SYMBIO HEAD COVER 3MED PUMP         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
KWEFHAW10B,"EZFam kit w/ 4 bx EZFIT, 100ml, blk       ",BioM,,,,,,,,,,,,,,,,,,,,,,,
MXPTRAY03V2,Milliflex VHP tray for 3 pumps         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
RSMPFAN01,ReadyStream fan             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
940000012185,Milliflex VHP pump power supply - EU        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1171490001,MAS-100 Iso MH® Control un 1 PC        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
73293-SIAL,mEHEC Media Level Assembly           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXPHEAVHP,MILLIFLEX PLUS PUMP HEAD VHP COMPATIBLE         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MILSNLED1,MILLISNAP LED             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EZFREAG57,EZ-FLUO REAGENT KIT            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXPKPADI1,KEYPAD FOR MILLIFLEX®+MOLDED BODY           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBFSW01,STERITEST PUMP FOOTSWITCH            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBISL01SZ,STERITEST SYMBIO ISL 2 MED SZ         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SBLFVAL11,SYMBIO LFH ON-SITE IQ/OQ SERVICE          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
910000004662,MAS-100 NT Ex WS Total Service Plan        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
PMMEDEV03,PyroMat Method development Consulting           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
910000021482,Fluid A + Ascobic Acid 300mL 6/PK        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
910000074183,Hall Effect Sensor for MXRDP2DT00          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
GM06800000125,"SENSOR, VACUUM, 2.5-40 mbar, 0.5A/250V          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
MVP78021,"Button, Sample Chamber            ",BioM,,,,,,,,,,,,,,,,,,,,,,,
940000010658,MAS-100 Atmos sensor PCB           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1117550500,PALCAM LISTERIA SELECTIVE AGAR (BASE) AC         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1142260001,ANAEROCLIP FOR MICROBIOLOGY 25 UNITS          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1151080500,M 17 AGAR ACC. TO TERZAGHI FOR MICROBIOL       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1453330001,"Housing Feet 2.2 mm, self-adhesive          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1667830020-CN,TSA w. LTHThio cont.-ICR+ 20 P         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXPESP14N,"Sampling Valve 1/4"""" NPTM 316 SST         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
XX2604702,2-WAY VALVE/PVC MANIFOLD            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SB0BTPLTS,SYMBIO LFH BOTTOM PLATE SEAL          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MMSMCTS48,Milliflex Oasis TSA media plates          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
RSTRAIN12,Milliflex Rapid Advanced Training           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MCTRAINC21,MC Media Pad e-learning - how to use - C     ,BioM,,,,,,,,,,,,,,,,,,,,,,,
910000021125,M-Trace™ Charging Cradle            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASNTPCB3,Connector PCB 3 plug for MAS-100 NT        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
DLCM0T0RR,DiluCult 1 2 Motor kit Right         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
PPX79148,"EJECTOR ASSY,PIPETMAX 268 BIOCONTROL           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
GM10043849,"MOTOR, Y, W/O ENCODER           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1054589010,Tryptic Soy agar 10 KG          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1460010020,Tryptic Soy Agar - ICR 30ml 03075E-20P        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EZFITH0LD6,EZFIT MANIFOLD 6PLACE FOR RUBBER STOPPER         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SBIPMSTD11,Symbio ISL OS Prev Maint w/o contract        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SBMAINPLT,MAIN PLATE FOR SYMBIO           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBTBG01,STERITEST DRAIN TUBING 1.5 M          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
910000000029,MAS-100 NT Ex Advanced service plan         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
910000021247,Steritest Sampling Needle-Free Valve           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
910000021401,Air sampler Remote Operator Training          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASCGGRCA,External ground cable CG Ex          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
RSMPLEXAN,ReadyStream Media prep keypad           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1076610500,LACTOSE BROTH FOR MICROBIOLOGY (13 G FOR        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1466900120,Min. Glucose Agar Ames Test - 120P        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
71037-52,GDS EHEC ID for E.coli O157:H7 TQ        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXQCAM001,MILLIFLEX QUANTUM CAMERA            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
PD20047S0,PETRI-PAD PETRI DISH 47MM STERILE          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EZHAGG504,EZ-PAK HAGG 50MM DIAMETER           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
RPSTA4VP1,RAPID STERILITY VALIDATION PROTOCOL A4          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SBLPMSTD01,Symbio LFH WS Prev Maint w/o contract        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBLFH01JP,STERITEST SYMBIO LFH 2 MED JP         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBISL01MX,STERITEST SYMBIO ISL 2 MED MX         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBKNB01,STERITEST SYMBIO CONTROL KNOB           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBFLE01DK,STERITEST SYMBIO FLEX 2 M DK         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MMSYSTEZ1,Milliflex OASIS pump for EZ Fit units        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MM2PA4FT1,Mfx Oasis EzFit Head funct. test. report        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EFAAW100B,EZ Fit Blue Funnel AA 100mL bulk        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
PMTRAINC21,PyroMAT e-learning - how to use - Chines       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASEXBLAR,Upper black ring for MAS-100 NT Ex        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MMGASKTMM,Milliflex Oasis head gaskets kit          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MVP78554,Dark Chamber (DC) Tube Assembly          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
PPX79193,PIPETMAX 268 SPRING KIT 1 POSITION         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1014060500,VRB agar 500 G           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1065042500,SODIUM DEOXYCHOLATE FOR MICROBIOLOGY           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1096440001,"MAS-100 Iso NT® Dust Cover, 1 PC        ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1106200500,LMX BROTH MODIFIED ACC. TO MANAFI AND OS       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1453980001,Electronic (S/N >25000) 1 PC          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1460020020,TSA w. LTHTh - LI 30ml 030820E-20P        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
M00000001,"Sterilized Sampling Tube 5"" 100/pk          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
TQ00TEV01,HOLDER FOR STERIDILUTOR            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
PMMEDEV02,PyroMAT Method Development            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MVP78033,"Slider, Sample Chamber Button           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1052900500,XLD (USP) 500 G           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1170910001,MAS-100 Iso NT® Easy clean B 1 PC       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1460020120,TSA w. LTHTh - LI 30ml 030820E-120P        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1460050020,SDA w. LTHTh - ICR 30ml 03544E-20P        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1466100006,Tryptic Soy B. acc. EP (TSB) 502250D-6P        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1468160010,Phosphate Buffer pH 7.2 -10P          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXPPLUS01,MILLIFLEX PLUS PUMP 1 HEAD          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXRPSPRKT,MILLIFLEX RAPID AUTO SPRAYSTATION KIT          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
TQ000TRAY,MAIN TRAY             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EZSSGASK1,SILICON GASKET             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBHFK3A,STERITEST SYMB HUB FUSES 3.15A          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
